"Region1","Region2","Location","Date","Followers"
"..","..","#ulaanbaatar","2020-12-09",18
"..","..","#ulaanbaatar","2021-04-21",20
"..","..","#umbria","2020-10-28",77
"..","..","#umbria","2020-12-07",81
"..","..","#umbria","2021-04-21",89
"..","..","#uppsala","2020-12-09",122
"..","..","#uppsala","2021-04-21",141
"..","..","#uruguay","2020-10-18",5692
"..","..","#uruguay","2020-10-18",5692
"..","..","#utah","2020-12-06",812
"..","..","#utah","2021-04-21",850
"..","..","#utrecht","2020-10-28",469
"..","..","#utrecht","2020-12-07",479
"..","..","#utrecht","2021-04-21",503
"..","..","#valencia","2020-10-28",2564
"..","..","#valencia","2020-12-07",2599
"..","..","#valencia","2021-04-21",2691
"..","..","#valletta","2020-12-09",47
"..","..","#valletta","2021-04-21",49
"..","..","#vancouver","2020-10-15",8241
"..","..","#vancouver","2020-12-08",8266
"..","..","#vancouver","2021-01-17",8306
"..","..","#vancouver","2021-04-21",8345
"..","..","#varna","2020-10-28",64
"..","..","#varna","2020-12-07",65
"..","..","#varna","2021-04-21",71
"..","..","#venezia","2020-12-09",186
"..","..","#venezia","2021-04-21",234
"..","..","#venezia","2021-07-14",261
"..","..","#veracruz","2020-12-08",224
"..","..","#veracruz","2021-04-21",250
"..","..","#vermont","2020-12-06",185
"..","..","#vermont","2021-04-21",201
"..","..","#verona","2020-12-09",213
"..","..","#verona","2021-04-21",231
"..","..","#vienna","2020-10-28",1060
"..","..","#vienna","2020-10-28",1060
"..","..","#vienna","2020-12-07",1089
"..","..","#vienna","2021-01-16",1099
"..","..","#vienna","2021-04-21",1111
"..","..","#vilnius","2020-10-28",402
"..","..","#vilnius","2020-12-07",408
"..","..","#vilnius","2021-04-21",419
"..","..","#virginia","2020-12-06",573
"..","..","#virginia","2021-04-21",615
"..","..","#vorarlberg","2020-10-28",47
"..","..","#vorarlberg","2020-12-07",54
"..","..","#vorarlberg","2021-04-21",55
"..","..","#warsaw","2020-10-14",674
"..","..","#warsaw","2020-10-28",682
"..","..","#warsaw","2020-12-07",692
"..","..","#warsaw","2021-04-21",729
"..","..","#washington","2020-12-06",505
"..","..","#washington","2020-12-06",505
"..","..","#washington","2021-04-21",564
"..","..","#washington","2021-04-21",564
"..","..","#wellington","2020-12-09",713
"..","..","#wellington","2021-04-21",726
"..","..","#wenzhou","2020-10-28",5
"..","..","#wenzhou","2020-12-08",5
"..","..","#wenzhou","2021-04-21",5
"..","..","#westvirginia","2020-12-06",231
"..","..","#westvirginia","2021-04-21",258
"..","..","#wichita","2020-12-06",179
"..","..","#wichita","2021-04-21",187
"..","..","#wien","2020-10-17",296
"..","..","#windhoek","2021-07-14",346
"..","..","#winnipeg","2020-12-08",775
"..","..","#winnipeg","2021-04-21",804
"..","..","#wisconsin","2020-12-06",653
"..","..","#wisconsin","2021-04-21",676
"..","..","#wrocÂÇaw","2020-10-28",221
"..","..","#wrocÂÇaw","2020-12-07",373
"..","..","#wrocÂÇaw","2021-04-21",389
"..","..","#wuhan","2020-10-28",332
"..","..","#wuhan","2020-12-08",335
"..","..","#wuhan","2021-04-21",346
"..","..","#wuppertal","2020-10-28",29
"..","..","#wuppertal","2020-12-07",31
"..","..","#wuppertal","2021-04-21",39
"..","..","#wyoming","2020-12-06",248
"..","..","#wyoming","2021-04-21",277
"..","..","#xi'an","2020-10-28",0
"..","..","#xiamen","2020-10-28",67
"..","..","#xiamen","2020-12-08",67
"..","..","#xiamen","2021-04-21",69
"..","..","#xian","2020-12-08",38
"..","..","#xian","2021-04-21",40
"..","..","#yangon","2020-10-28",743
"..","..","#yangon","2020-12-08",744
"..","..","#yangon","2021-04-21",752
"..","..","#yaounde","2020-12-09",920
"..","..","#yaounde","2021-04-21",922
"..","..","#yokohama","2020-10-28",175
"..","..","#yokohama","2020-12-08",175
"..","..","#yokohama","2021-04-21",191
"..","..","#zagreb","2020-10-17",140
"..","..","#zagreb","2020-10-28",142
"..","..","#zagreb","2020-12-07",149
"..","..","#zagreb","2021-04-21",166
"..","..","#zanzibar","2020-10-18",164
"..","..","#zaragoza","2020-10-28",451
"..","..","#zaragoza","2020-12-07",462
"..","..","#zaragoza","2021-04-21",509
"..","..","#zhengzhou","2020-10-28",12
"..","..","#zhengzhou","2020-12-08",14
"..","..","#zhengzhou","2021-04-21",15
"..","..","#zhongshan","2020-10-28",10
"..","..","#zhongshan","2020-12-08",10
"..","..","#zhongshan","2021-04-21",10
"..","..","#zunyi","2020-10-28",0
"..","..","#zunyi","2020-12-08",0
"..","..","#zunyi","2021-04-21",0
"..","..","#zurich","2020-12-09",5563
"..","..","#zurich","2021-04-21",5609
