"Event","Date","Time","Attendees"
"FTE APEX Virtual Expo 2021 - free to attend",2021-02-27,2021-02-27 15:01:50,461
"FTE APEX Virtual Expo 2021 - free to attend",2021-02-27,2021-02-27 19:57:01,469
"FTE APEX Virtual Expo 2021 - free to attend",2021-02-28,2021-02-28 11:46:49,474
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-01,2021-03-01 09:56:35,485
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-02,2021-03-02 10:04:21,496
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-02,2021-03-02 16:24:00,509
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-03,2021-03-03 09:15:28,522
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-04,2021-03-04 10:28:27,541
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-05,2021-03-05 09:24:37,551
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-06,2021-03-06 16:41:16,571
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-07,2021-03-07 09:59:55,578
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-08,2021-03-08 10:06:12,584
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-08,2021-03-08 20:21:46,587
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-10,2021-03-10 15:33:40,601
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-11,2021-03-11 10:14:40,605
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-12,2021-03-12 09:41:22,623
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-13,2021-03-13 10:26:23,633
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-13,2021-03-13 23:51:26,636
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-14,2021-03-14 11:38:24,640
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-15,2021-03-15 10:25:52,647
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-17,2021-03-17 20:39:21,680
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-20,2021-03-20 17:07:08,711
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-22,2021-03-22 11:11:56,724
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-24,2021-03-24 21:08:22,737
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-25,2021-03-25 16:26:33,740
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-27,2021-03-27 14:49:23,749
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-28,2021-03-28 12:29:53,753
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-29,2021-03-29 10:42:16,756
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-30,2021-03-30 13:31:54,762
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-31,2021-03-31 10:17:37,780
"FTE APEX Virtual Expo 2021 - free to attend",2021-03-31,2021-03-31 18:38:36,791
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-01,2021-04-01 10:07:48,799
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-03,2021-04-03 22:17:21,813
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-04,2021-04-04 12:31:50,814
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-05,2021-04-05 12:07:51,818
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-05,2021-04-05 22:58:45,819
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-06,2021-04-06 23:29:56,822
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-07,2021-04-07 09:16:00,825
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-08,2021-04-08 12:15:58,832
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-09,2021-04-09 09:13:42,841
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-09,2021-04-09 19:53:08,846
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-10,2021-04-10 22:18:17,849
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-11,2021-04-11 21:35:34,854
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-12,2021-04-12 14:40:46,858
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-13,2021-04-13 19:26:32,863
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-14,2021-04-14 23:40:36,868
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-15,2021-04-15 15:01:35,873
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-16,2021-04-16 10:23:11,882
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-17,2021-04-17 21:34:32,894
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-18,2021-04-18 19:01:06,895
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-19,2021-04-19 00:28:34,896
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-19,2021-04-19 11:30:57,897
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-20,2021-04-20 11:27:16,901
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-21,2021-04-21 23:39:18,906
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-22,2021-04-22 15:04:40,910
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-23,2021-04-23 12:18:22,917
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-23,2021-04-23 19:52:18,919
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-24,2021-04-24 20:48:33,921
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-26,2021-04-26 09:49:10,927
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-26,2021-04-26 18:43:01,928
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-28,2021-04-28 12:02:22,933
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-29,2021-04-29 22:55:03,939
"FTE APEX Virtual Expo 2021 - free to attend",2021-04-30,2021-04-30 13:42:40,941
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-01,2021-05-01 12:53:53,946
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-02,2021-05-02 10:07:11,953
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-03,2021-05-03 17:17:35,960
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-04,2021-05-04 18:25:40,967
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-05,2021-05-05 11:21:04,971
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-06,2021-05-06 09:41:44,980
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-07,2021-05-07 09:41:05,983
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-08,2021-05-08 10:00:31,990
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-09,2021-05-09 12:35:37,1001
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-10,2021-05-10 09:30:49,1013
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-11,2021-05-11 09:09:40,1114
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-12,2021-05-12 12:04:52,1178
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-12,2021-05-12 17:23:47,1186
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-13,2021-05-13 14:11:23,1208
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-13,2021-05-13 22:40:30,1218
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-14,2021-05-14 09:40:40,1233
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-14,2021-05-14 19:19:18,1259
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-15,2021-05-15 10:58:33,1272
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-16,2021-05-16 19:14:40,1307
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-17,2021-05-17 09:16:58,1314
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-17,2021-05-17 19:12:01,1411
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-18,2021-05-18 09:13:07,1463
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-18,2021-05-18 19:12:48,1505
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-19,2021-05-19 20:43:26,1562
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-20,2021-05-20 20:08:10,1612
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-21,2021-05-21 19:03:04,1691
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-22,2021-05-22 10:39:08,1725
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-23,2021-05-23 10:39:56,1770
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-24,2021-05-24 08:34:13,1818
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-25,2021-05-25 10:23:04,1868
"FTE APEX Virtual Expo 2021 - free to attend",2021-05-26,2021-05-26 11:42:58,1918
"Cosmetics Business Live",2021-01-11,2021-01-11 16:15:00,257
"Cosmetics Business Live",2021-01-13,2021-01-13 12:56:23,319
"Cosmetics Business Live",2021-01-22,2021-01-22 20:53:41,612
"Cosmetics Business Live",2021-01-29,2021-01-29 15:18:55,824
"Cosmetics Business Live",2021-01-30,2021-01-30 00:14:34,829
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-17,2021-02-17 18:50:29,3395
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-18,2021-02-18 00:21:10,3407
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-18,2021-02-18 21:19:31,3476
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-19,2021-02-19 00:21:58,3482
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-19,2021-02-19 08:19:50,3496
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-19,2021-02-19 09:03:56,3501
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-20,2021-02-20 11:06:33,3554
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-20,2021-02-20 11:41:53,3558
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-21,2021-02-21 11:46:47,3596
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-21,2021-02-21 14:11:06,3601
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-21,2021-02-21 19:57:15,3616
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-22,2021-02-22 11:05:01,3644
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-22,2021-02-22 14:34:16,3653
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-22,2021-02-22 18:36:26,3664
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-22,2021-02-22 19:13:40,3673
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-23,2021-02-23 10:51:43,3713
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-23,2021-02-23 12:16:37,3718
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-23,2021-02-23 21:19:23,3747
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-24,2021-02-24 00:53:12,3752
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-24,2021-02-24 11:42:34,3780
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-24,2021-02-24 18:04:26,3796
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-24,2021-02-24 19:17:17,3798
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-25,2021-02-25 10:00:01,3826
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-25,2021-02-25 14:07:48,3841
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-26,2021-02-26 14:00:26,3885
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-26,2021-02-26 15:11:43,3889
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-26,2021-02-26 16:34:02,3893
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-26,2021-02-26 21:42:19,3898
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-27,2021-02-27 15:01:50,3921
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-28,2021-02-28 11:46:49,3949
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-02-28,2021-02-28 13:12:57,3953
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-01,2021-03-01 02:23:53,3974
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-01,2021-03-01 09:56:35,3986
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-01,2021-03-01 12:52:55,3994
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-02,2021-03-02 10:04:21,4033
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-02,2021-03-02 16:24:00,4049
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-03,2021-03-03 09:15:28,4085
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-03,2021-03-03 13:37:21,4097
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-04,2021-03-04 15:15:22,4142
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-05,2021-03-05 09:24:37,4183
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-05,2021-03-05 15:02:48,4193
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-05,2021-03-05 23:50:28,4260
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-06,2021-03-06 00:26:48,4260
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-06,2021-03-06 16:26:58,4327
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-06,2021-03-06 16:41:16,4328
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-07,2021-03-07 09:59:55,4358
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-07,2021-03-07 09:59:55,4359
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-07,2021-03-07 10:22:24,4361
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-08,2021-03-08 00:23:18,4546
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-08,2021-03-08 10:06:12,4591
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-08,2021-03-08 20:21:46,4674
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-10,2021-03-10 15:46:25,4833
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-11,2021-03-11 10:14:40,4889
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-11,2021-03-11 12:21:17,4894
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-11,2021-03-11 22:14:08,4919
"Real Estate & Building Futureproof (ONLINE Global Edition)",2021-03-12,2021-03-12 11:51:51,4964
