"Name","Date","Likes","Followers"
"Alan Farrell",2021-03-28,1455,1554
"Alan Farrell",2021-04-12,1459,1559
"Alan Farrell",2021-04-22,1458,1561
"Alan Kelly",2021-01-06,2684,2877
"Alan Kelly",2021-01-11,2698,2891
"Alan Kelly",2021-01-19,2717,2912
"Alan Kelly",2021-01-25,2738,2938
"Alan Kelly",2021-02-01,2770,2971
"Alan Kelly",2021-02-14,2810,3018
"Alan Kelly",2021-02-21,2815,3028
"Alan Kelly",2021-03-02,2834,3052
"Alan Kelly",2021-03-19,2852,3080
"Alan Kelly",2021-03-28,2871,3105
"Alan Kelly",2021-04-05,2902,3140
"Alan Kelly",2021-04-09,2904,3144
"Alan Kelly",2021-04-22,2918,3162
"Alice-Mary Higgins",2021-01-01,2219,2272
"Alice-Mary Higgins",2021-01-09,2223,2276
"Alice-Mary Higgins",2021-01-18,2228,2283
"Alice-Mary Higgins",2021-01-28,2229,2285
"Alice-Mary Higgins",2021-02-07,2231,2288
"Alice-Mary Higgins",2021-02-23,2241,2298
"Alice-Mary Higgins",2021-03-12,2243,2302
"Alice-Mary Higgins",2021-03-29,2243,2304
"Alice-Mary Higgins",2021-04-26,2248,2308
"Alice Mary Higgins",2021-01-03,2219,2272
"Alice Mary Higgins",2021-01-07,2223,2276
"Alice Mary Higgins",2021-01-14,2227,2280
"Alice Mary Higgins",2021-01-24,2229,2284
"Alice Mary Higgins",2021-01-27,2229,2284
"Alice Mary Higgins",2021-02-03,2233,2290
"Alice Mary Higgins",2021-02-22,2240,2297
"Alice Mary Higgins",2021-03-12,2243,2302
"Alice Mary Higgins",2021-03-28,2243,2304
"Alice Mary Higgins",2021-04-12,2244,2305
"Alice Mary Higgins",2021-04-22,2246,2306
"Andrea Dalton",2021-03-29,3612,3756
"Andrea Dalton",2021-04-26,3617,3764
"Anita Mhic Gib Aontu",2021-03-11,457,508
"Anita Mhic Gib Aontu",2021-03-29,481,535
"Anita Mhic Gib Aontu",2021-04-17,487,542
"Anita Mhic Gib Aontu",2021-04-29,494,551
"Anna Daly Aontu",2021-01-08,460,495
"Anna Daly Aontu",2021-01-16,460,497
"Anna Daly Aontu",2021-01-17,461,498
"Anna Daly Aontu",2021-01-24,461,500
"Anna Daly Aontu",2021-01-30,462,504
"Anna Daly Aontu",2021-02-13,471,513
"Anna Daly Aontu",2021-02-21,476,517
"Anna Daly Aontu",2021-03-02,479,520
"Anna Daly Aontu",2021-03-19,481,522
"Anna Daly Aontu",2021-04-02,486,527
"Anna Daly Aontu",2021-04-28,495,535
"Anne Rabbitte",2021-01-06,5409,5754
"Anne Rabbitte",2021-01-08,5450,5802
"Anne Rabbitte",2021-01-10,5460,5816
"Anne Rabbitte",2021-01-18,5483,5846
"Anne Rabbitte",2021-01-25,5486,5853
"Anne Rabbitte",2021-02-01,5489,5861
"Anne Rabbitte",2021-02-14,5506,5883
"Anne Rabbitte",2021-02-21,5526,5905
"Anne Rabbitte",2021-03-02,5537,5920
"Anne Rabbitte",2021-03-19,5563,5947
"Anne Rabbitte",2021-03-28,5577,5961
"Anne Rabbitte",2021-04-12,5609,5991
"Anne Rabbitte",2021-04-22,5619,6003
"Annie Hoey",2021-01-07,1349,1479
"Annie Hoey",2021-01-15,1357,1489
"Annie Hoey",2021-01-28,1368,1504
"Annie Hoey",2021-02-08,1370,1509
"Annie Hoey",2021-02-23,1388,1530
"Annie Hoey",2021-03-12,1397,1544
"Annie Hoey",2021-03-29,1405,1555
"Annie Hoey",2021-04-26,3617,3764
"Anthony Lawlor",2021-01-01,2377,2374
"Anthony Lawlor",2021-01-07,2378,2375
"Anthony Lawlor",2021-01-15,2377,2375
"Anthony Lawlor",2021-01-27,2376,2374
"Anthony Lawlor",2021-02-03,2374,2372
"Anthony Lawlor",2021-02-22,2373,2371
"Anthony Lawlor",2021-03-12,2371,2369
"Anthony Lawlor",2021-03-28,2372,2370
"Anthony Lawlor",2021-04-12,2370,2368
"Anthony Lawlor",2021-04-22,2371,2369
"Anti-Austerity Anti-Corruption Ireland",2021-01-01,633,640
"Anti-Austerity Anti-Corruption Ireland",2021-01-09,633,640
"Anti-Austerity Anti-Corruption Ireland",2021-01-18,633,640
"Anti-Austerity Anti-Corruption Ireland",2021-01-29,631,638
"Anti-Austerity Anti-Corruption Ireland",2021-02-08,630,637
"Anti-Austerity Anti-Corruption Ireland",2021-02-23,629,636
"Anti-Austerity Anti-Corruption Ireland",2021-03-12,628,635
"Anti-Austerity Anti-Corruption Ireland",2021-03-29,625,632
"Anti-Austerity Anti-Corruption Ireland",2021-04-11,624,631
"Anti-Austerity Anti-Corruption Ireland",2021-04-28,624,631
"Anti-Corruption Ireland",2021-01-01,5919,8838
"Anti-Corruption Ireland",2021-01-02,5947,8901
"Anti-Corruption Ireland",2021-01-04,5984,8951
"Anti-Corruption Ireland",2021-01-05,5990,8958
"Anti-Corruption Ireland",2021-01-06,5999,8972
"Anti-Corruption Ireland",2021-01-11,6026,9010
"Anti-Corruption Ireland",2021-01-13,6029,9016
"Anti-Corruption Ireland",2021-01-23,6025,9016
"Anti-Corruption Ireland",2021-01-25,6031,9022
"Anti-Corruption Ireland",2021-01-26,6041,9038
"Anti-Corruption Ireland",2021-01-27,6046,9032
"Anti-Corruption Ireland",2021-02-03,6041,9034
"Anti-Corruption Ireland",2021-02-21,6021,9002
"Anti-Corruption Ireland",2021-03-02,6013,8980
"Anti-Corruption Ireland",2021-03-13,6008,8970
"Anti-Corruption Ireland",2021-03-29,5995,8954
"Anti-Corruption Ireland",2021-04-11,5997,8950
"Anti-Corruption Ireland",2021-04-19,5994,8944
"Anti-Corruption Ireland",2021-04-29,5990,8936
"Anti-Corruption Ireland Party",2021-01-01,1315,1365
"Anti-Corruption Ireland Party",2021-01-09,1312,1362
"Anti-Corruption Ireland Party",2021-01-18,1310,1360
"Anti-Corruption Ireland Party",2021-01-29,1308,1357
"Anti-Corruption Ireland Party",2021-02-07,1307,1357
"Anti-Corruption Ireland Party",2021-02-23,1338,1392
"Anti-Corruption Ireland Party",2021-03-12,1424,1492
"Anti-Corruption Ireland Party",2021-03-29,1438,1517
"Anti-Corruption Ireland Party",2021-04-11,1438,1516
"Anti-Corruption Ireland Party",2021-04-28,1430,1507
"Anti-Eviction Taskforce",2021-04-11,20056,20829
"Anti-Eviction Taskforce",2021-04-28,20054,20823
"Anti-Eviction Taskforce Clare",2021-01-01,1044,1071
"Anti-Eviction Taskforce Clare",2021-01-09,1054,1082
"Anti-Eviction Taskforce Clare",2021-01-18,1053,1081
"Anti-Eviction Taskforce Clare",2021-01-22,1052,1080
"Anti-Eviction Taskforce Clare",2021-01-30,1051,1079
"Anti-Eviction Taskforce Clare",2021-02-13,1057,1086
"Anti-Eviction Taskforce Clare",2021-02-24,1064,1095
"Anti-Eviction Taskforce Clare",2021-03-16,1069,1102
"Anti-Eviction Taskforce Clare",2021-03-29,1073,1108
"Anti-Eviction Taskforce Clare",2021-04-26,1073,1106
"Anti-Eviction Taskforce Donegal",2021-01-01,1471,1502
"Anti-Eviction Taskforce Donegal",2021-01-09,1472,1503
"Anti-Eviction Taskforce Donegal",2021-01-18,1468,1499
"Anti-Eviction Taskforce Donegal",2021-01-27,1467,1498
"Anti-Eviction Taskforce Donegal",2021-02-03,1467,1498
"Anti-Eviction Taskforce Donegal",2021-02-23,1462,1493
"Anti-Eviction Taskforce Donegal",2021-03-12,1457,1488
"Anti-Eviction Taskforce Donegal",2021-03-29,1454,1485
"Anti-Eviction Taskforce Donegal",2021-04-11,1452,1482
"Anti-Eviction Taskforce Donegal",2021-04-19,1450,1479
"Anti-Eviction Taskforce Donegal",2021-04-29,1448,1477
"Anti-Globalism Ireland",2021-01-08,509,515
"Anti-Globalism Ireland",2021-01-11,509,515
"Anti-Globalism Ireland",2021-01-19,507,513
"Anti-Globalism Ireland",2021-01-30,501,507
"Anti-Globalism Ireland",2021-02-13,500,506
"Anti-Globalism Ireland",2021-02-24,502,508
"Anti-Globalism Ireland",2021-03-16,502,508
"Anti-Globalism Ireland",2021-03-29,501,507
"Anti-Globalism Ireland",2021-04-26,499,504
"Anti Eviction Taskforce",2021-01-01,20149,20909
"Anti Eviction Taskforce",2021-01-09,20154,20918
"Anti Eviction Taskforce",2021-01-18,20149,20912
"Anti Eviction Taskforce",2021-01-29,20147,20909
"Anti Eviction Taskforce",2021-02-09,20134,20894
"Anti Eviction Taskforce",2021-02-23,20124,20885
"Anti Eviction Taskforce",2021-03-12,20099,20863
"Anti Eviction Taskforce",2021-03-29,20067,20839
"Anti Eviction Taskforce",2021-04-15,20051,20825
"Anti Eviction Taskforce",2021-04-19,20051,20825
"Anti Eviction Taskforce",2021-04-29,20052,20821
"Anti Eviction Taskforce Cork",2021-01-01,1152,1185
"Anti Eviction Taskforce Cork",2021-01-09,1153,1186
"Anti Eviction Taskforce Cork",2021-01-18,1156,1189
"Anti Eviction Taskforce Cork",2021-01-22,1159,1192
"Anti Eviction Taskforce Cork",2021-01-30,1159,1192
"Anti Eviction Taskforce Cork",2021-02-13,1163,1196
"Anti Eviction Taskforce Cork",2021-02-24,1163,1195
"Anti Eviction Taskforce Cork",2021-03-16,1178,1210
"Anti Eviction Taskforce Cork",2021-03-29,1178,1211
"Anti Eviction Taskforce Cork",2021-04-11,1179,1211
"Anti Eviction Taskforce Cork",2021-04-28,1180,1212
"Anti Eviction Taskforce Galway",2021-01-01,1415,1452
"Anti Eviction Taskforce Galway",2021-01-09,1417,1454
"Anti Eviction Taskforce Galway",2021-01-18,1416,1453
"Anti Eviction Taskforce Galway",2021-01-29,1412,1449
"Anti Eviction Taskforce Galway",2021-02-08,1409,1446
"Anti Eviction Taskforce Galway",2021-02-23,1406,1443
"Anti Eviction Taskforce Galway",2021-03-12,1401,1438
"Anti Eviction Taskforce Galway",2021-03-29,1397,1433
"Anti Eviction Taskforce Galway",2021-04-11,1397,1431
"Anti Eviction Taskforce Galway",2021-04-28,1395,1429
"Anti Eviction Taskforce Waterford & Wexford",2021-01-01,1246,1280
"Anti Eviction Taskforce Waterford & Wexford",2021-01-09,1249,1283
"Anti Eviction Taskforce Waterford & Wexford",2021-01-18,1252,1286
"Anti Eviction Taskforce Waterford & Wexford",2021-01-29,1254,1288
"Anti Eviction Taskforce Waterford & Wexford",2021-02-07,1254,1288
"Anti Eviction Taskforce Waterford & Wexford",2021-02-23,1252,1286
"Anti Eviction Taskforce Waterford & Wexford",2021-03-12,1251,1285
"Anti Eviction Taskforce Waterford & Wexford",2021-03-29,1248,1282
"Anti Eviction Taskforce Waterford & Wexford",2021-04-19,1247,1279
"Anti Eviction Taskforce Waterford & Wexford",2021-04-29,1246,1278
"Anti Imperialist Action Ireland",2021-03-12,11287,11625
"Anti Imperialist Action Ireland",2021-03-29,11333,11673
"Anti Imperialist Action Ireland",2021-04-04,11336,11679
"Anti Imperialist Action Ireland",2021-04-11,11360,11696
"Anti Imperialist Action Ireland",2021-04-28,11377,11716
"Antifa Watch Ireland",2021-01-06,1253,1292
"Antifa Watch Ireland",2021-01-11,1252,1291
"Antifa Watch Ireland",2021-01-19,1250,1289
"Antifa Watch Ireland",2021-01-30,1247,1286
"Antifa Watch Ireland",2021-02-13,1238,1278
"Antifa Watch Ireland",2021-02-24,1240,1280
"Antifa Watch Ireland",2021-03-16,1239,1279
"Antifa Watch Ireland",2021-03-29,1236,1275
"Antifa Watch Ireland",2021-04-11,1237,1276
"Antifa Watch Ireland",2021-04-28,1232,1270
"Aodhan O Riordain",2021-01-01,19093,19564
"Aodhan O Riordain",2021-01-06,19163,19646
"Aodhan O Riordain",2021-01-07,19168,19650
"Aodhan O Riordain",2021-01-15,19202,19687
"Aodhan O Riordain",2021-01-25,20247,20888
"Aodhan O Riordain",2021-01-27,20270,20913
"Aodhan O Riordain",2021-01-30,20276,20924
"Aodhan O Riordain",2021-02-03,20279,20927
"Aodhan O Riordain",2021-02-13,20291,20950
"Aodhan O Riordain",2021-02-21,20290,20950
"Aodhan O Riordain",2021-02-22,20288,20948
"Aodhan O Riordain",2021-03-12,20280,20949
"Aodhan O Riordain",2021-03-28,20274,20950
"Aodhan O Riordain",2021-03-28,20273,20949
"Aodhan O Riordain",2021-04-12,20348,21026
"Aodhan O Riordain",2021-04-14,20348,21025
"Aodhan O Riordain",2021-04-22,20336,21017
"Aontu",2021-01-02,11671,12214
"Aontu",2021-01-04,11709,12256
"Aontu",2021-01-05,11719,12267
"Aontu",2021-01-09,11829,12398
"Aontu",2021-01-10,11834,12403
"Aontu",2021-01-18,11854,12426
"Aontu",2021-01-21,11865,12439
"Aontu",2021-01-27,11894,12472
"Aontu",2021-02-01,11932,12509
"Aontu",2021-02-13,11967,12540
"Aontu",2021-02-22,11977,12553
"Aontu",2021-02-26,12053,12643
"Aontu",2021-03-11,12214,12838
"Aontu",2021-03-22,12252,12883
"Aontu",2021-03-28,12290,12922
"Aontu",2021-04-04,12363,13003
"Aontu",2021-04-06,12390,13026
"Aontu",2021-04-09,12401,13037
"Aontu",2021-04-22,12469,13104
"Aontu",2021-04-26,12466,13101
"Aontu Aontroim",2021-01-02,459,497
"Aontu Aontroim",2021-01-09,467,505
"Aontu Aontroim",2021-01-16,478,518
"Aontu Aontroim",2021-01-21,481,522
"Aontu Aontroim",2021-01-30,494,537
"Aontu Aontroim",2021-02-08,500,544
"Aontu Aontroim",2021-02-23,503,548
"Aontu Aontroim",2021-03-12,501,546
"Aontu Aontroim",2021-03-29,503,548
"Aontu Aontroim",2021-04-26,504,547
"Aontu Cill Dara",2021-01-08,523,550
"Aontu Cill Dara",2021-01-16,524,551
"Aontu Cill Dara",2021-01-24,522,549
"Aontu Cill Dara",2021-01-30,522,549
"Aontu Cill Dara",2021-02-08,520,548
"Aontu Cill Dara",2021-02-23,517,545
"Aontu Cill Dara",2021-03-12,518,545
"Aontu Cill Dara",2021-03-29,516,545
"Aontu Cill Dara",2021-04-11,515,546
"Aontu Cill Dara",2021-04-28,514,544
"Aontu Connacht",2021-01-08,840,887
"Aontu Connacht",2021-01-16,843,893
"Aontu Connacht",2021-01-17,843,893
"Aontu Connacht",2021-01-27,842,896
"Aontu Connacht",2021-02-03,837,892
"Aontu Connacht",2021-02-21,830,885
"Aontu Connacht",2021-03-02,830,885
"Aontu Connacht",2021-03-19,829,885
"Aontu Connacht",2021-04-02,830,888
"Aontu Connacht",2021-04-11,830,888
"Aontu Connacht",2021-04-28,828,885
"Aontu Cork",2021-01-02,1948,2036
"Aontu Cork",2021-01-09,1947,2034
"Aontu Cork",2021-01-18,1946,2033
"Aontu Cork",2021-01-21,1945,2032
"Aontu Cork",2021-01-30,1947,2035
"Aontu Cork",2021-02-07,1943,2031
"Aontu Cork",2021-02-23,1932,2021
"Aontu Cork",2021-03-12,1936,2029
"Aontu Cork",2021-03-29,1934,2030
"Aontu Cork",2021-03-29,746,805
"Aontu Cork",2021-04-05,1933,2029
"Aontu Cork",2021-04-19,1934,2028
"Aontu Cork",2021-04-29,1933,2030
"Aontu Donegal",2021-01-16,1010,1061
"Aontu Donegal",2021-01-22,1010,1064
"Aontu Donegal",2021-01-30,1010,1064
"Aontu Donegal",2021-02-08,1009,1066
"Aontu Donegal",2021-02-21,1008,1065
"Aontu Donegal",2021-03-02,1009,1066
"Aontu Donegal",2021-03-19,1006,1066
"Aontu Donegal",2021-04-02,1008,1070
"Aontu Donegal",2021-04-11,1009,1072
"Aontu Donegal",2021-04-28,1012,1072
"Aontu Laois",2021-01-08,506,541
"Aontu Laois",2021-01-14,510,545
"Aontu Laois",2021-01-22,509,547
"Aontu Laois",2021-01-30,507,547
"Aontu Laois",2021-02-08,504,545
"Aontu Laois",2021-02-21,505,546
"Aontu Laois",2021-03-02,506,546
"Aontu Laois",2021-03-11,508,550
"Aontu Laois",2021-03-29,505,548
"Aontu Laois",2021-04-26,506,549
"Aontu Limerick",2021-01-01,1868,1918
"Aontu Limerick",2021-01-09,1999,2051
"Aontu Limerick",2021-01-10,2008,2063
"Aontu Limerick",2021-01-14,2024,2080
"Aontu Limerick",2021-01-17,2029,2086
"Aontu Limerick",2021-01-21,2054,2112
"Aontu Limerick",2021-01-30,2146,2207
"Aontu Limerick",2021-02-07,2186,2251
"Aontu Limerick",2021-02-23,2340,2412
"Aontu Limerick",2021-03-07,2417,2495
"Aontu Limerick",2021-03-29,2545,2638
"Aontu Limerick",2021-04-06,2609,2701
"Aontu Limerick",2021-04-09,2626,2717
"Aontu Limerick",2021-04-26,2686,2778
"Aontu Loch Garman",2021-01-08,977,1013
"Aontu Loch Garman",2021-01-16,977,1013
"Aontu Loch Garman",2021-01-22,976,1013
"Aontu Loch Garman",2021-01-30,975,1012
"Aontu Loch Garman",2021-02-08,975,1012
"Aontu Loch Garman",2021-02-21,974,1011
"Aontu Loch Garman",2021-03-02,975,1011
"Aontu Loch Garman",2021-03-07,975,1011
"Aontu Loch Garman",2021-03-29,972,1009
"Aontu Loch Garman",2021-04-14,972,1009
"Aontu Loch Garman",2021-04-28,973,1009
"Aontu Longford",2021-01-17,1201,1230
"Aontu Longford",2021-01-29,1219,1251
"Aontu Longford",2021-02-07,1237,1271
"Aontu Longford",2021-02-23,1241,1275
"Aontu Longford",2021-03-07,1240,1274
"Aontu Longford",2021-03-29,1240,1275
"Aontu Longford",2021-04-14,1243,1277
"Aontu Longford",2021-04-28,1249,1284
"Aontu Louth",2021-01-02,271,278
"Aontu Louth",2021-01-09,279,288
"Aontu Louth",2021-01-14,289,298
"Aontu Louth",2021-01-22,298,316
"Aontu Louth",2021-01-29,308,327
"Aontu Louth",2021-02-08,321,346
"Aontu Louth",2021-02-23,330,356
"Aontu Louth",2021-03-07,340,370
"Aontu Louth",2021-03-29,361,391
"Aontu Louth",2021-04-26,392,423
"Aontu Luimnigh",2021-01-08,581,618
"Aontu Luimnigh",2021-01-16,583,621
"Aontu Luimnigh",2021-01-21,581,619
"Aontu Luimnigh",2021-01-30,582,621
"Aontu Luimnigh",2021-02-13,581,620
"Aontu Luimnigh",2021-02-24,581,620
"Aontu Luimnigh",2021-03-16,582,620
"Aontu Luimnigh",2021-03-29,580,618
"Aontu Luimnigh",2021-04-26,581,618
"Aontu Luimnigh",2021-04-28,581,618
"Aontu Mayo",2021-01-02,495,531
"Aontu Mayo",2021-01-09,500,536
"Aontu Mayo",2021-01-16,504,542
"Aontu Mayo",2021-01-17,504,542
"Aontu Mayo",2021-01-24,504,544
"Aontu Mayo",2021-01-30,503,544
"Aontu Mayo",2021-02-07,502,543
"Aontu Mayo",2021-02-23,500,541
"Aontu Mayo",2021-03-12,501,545
"Aontu Mayo",2021-03-29,501,545
"Aontu Mayo",2021-04-28,500,544
"Aontu Meath",2021-01-17,1496,1555
"Aontu Meath",2021-01-29,1627,1690
"Aontu Meath",2021-01-31,1635,1700
"Aontu Meath",2021-02-14,1710,1772
"Aontu Meath",2021-02-21,1781,1845
"Aontu Meath",2021-02-26,1787,1850
"Aontu Meath",2021-03-07,1818,1885
"Aontu Meath",2021-03-29,1834,1899
"Aontu Meath",2021-04-28,1851,1915
"Aontu Sligo-Leitrim",2021-01-02,502,532
"Aontu Sligo-Leitrim",2021-01-09,503,535
"Aontu Sligo-Leitrim",2021-01-18,503,536
"Aontu Sligo-Leitrim",2021-01-28,503,539
"Aontu Sligo-Leitrim",2021-02-06,502,541
"Aontu Sligo-Leitrim",2021-02-23,499,539
"Aontu Sligo-Leitrim",2021-03-07,504,544
"Aontu Sligo-Leitrim",2021-03-29,503,545
"Aontu Sligo-Leitrim",2021-04-28,503,545
"Aontu Waterford - T.F Meagher Cumann",2021-01-08,501,543
"Aontu Waterford - T.F Meagher Cumann",2021-01-16,502,545
"Aontu Waterford - T.F Meagher Cumann",2021-01-24,501,546
"Aontu Waterford - T.F Meagher Cumann",2021-01-30,501,549
"Aontu Waterford - T.F Meagher Cumann",2021-02-13,500,548
"Aontu Waterford - T.F Meagher Cumann",2021-02-24,500,548
"Aontu Waterford - T.F Meagher Cumann",2021-03-16,502,552
"Aontu Waterford - T.F Meagher Cumann",2021-03-29,502,553
"Aontu Waterford - T.F Meagher Cumann",2021-04-14,511,563
"Aontu Waterford - T.F Meagher Cumann",2021-04-28,513,564
"Aontu Westmeath",2021-01-08,607,625
"Aontu Westmeath",2021-01-16,615,639
"Aontu Westmeath",2021-01-24,615,643
"Aontu Westmeath",2021-01-30,615,646
"Aontu Westmeath",2021-02-13,615,648
"Aontu Westmeath",2021-02-24,625,659
"Aontu Westmeath",2021-03-07,633,669
"Aontu Westmeath",2021-03-11,634,670
"Aontu Westmeath",2021-03-29,656,695
"Aontu Westmeath",2021-04-14,662,703
"Aontu Westmeath",2021-04-28,663,702
"Barry Andrews",2021-01-02,1430,1474
"Barry Andrews",2021-01-07,1430,1474
"Barry Andrews",2021-01-15,1434,1478
"Barry Andrews",2021-01-27,1439,1483
"Barry Andrews",2021-02-03,1441,1486
"Barry Andrews",2021-02-22,1445,1490
"Barry Andrews",2021-03-01,1451,1497
"Barry Andrews",2021-03-16,1474,1522
"Barry Andrews",2021-03-28,1475,1524
"Barry Andrews",2021-04-12,1480,1529
"Barry Andrews",2021-04-22,1477,1526
"Barry Cowen",2021-01-06,10950,11776
"Barry Cowen",2021-01-11,0,0
"Barry Cowen",2021-01-25,0,0
"Barry Cowen",2021-01-29,0,0
"Barry Cowen",2021-02-08,0,0
"Barry Cowen",2021-02-21,0,0
"Barry Cowen",2021-03-02,0,0
"Barry Cowen",2021-03-19,0,0
"Barry Cowen",2021-03-28,NA,0
"Barry Cowen",2021-04-11,NA,0
"Barry Cowen",2021-04-22,0,0
"Barry Ward",2021-01-07,2365,2393
"Barry Ward",2021-01-15,2380,2411
"Barry Ward",2021-01-27,2406,2439
"Barry Ward",2021-02-04,2406,2439
"Barry Ward",2021-02-22,2407,2440
"Barry Ward",2021-03-12,2412,2447
"Barry Ward",2021-03-28,2410,2451
"Barry Ward",2021-04-12,2410,2457
"Barry Ward",2021-04-22,2408,2456
"Becky Kealy Aontu",2021-01-06,2998,3095
"Becky Kealy Aontu",2021-01-08,3008,3106
"Becky Kealy Aontu",2021-01-11,3008,3106
"Becky Kealy Aontu",2021-01-17,3010,3111
"Becky Kealy Aontu",2021-01-21,3007,3109
"Becky Kealy Aontu",2021-01-30,3010,3114
"Becky Kealy Aontu",2021-02-13,3009,3113
"Becky Kealy Aontu",2021-02-21,3011,3116
"Becky Kealy Aontu",2021-03-02,3008,3114
"Becky Kealy Aontu",2021-03-19,3036,3143
"Becky Kealy Aontu",2021-03-29,3038,3144
"Becky Kealy Aontu",2021-04-12,3052,3158
"Becky Kealy Aontu",2021-04-26,3049,3155
"Ben Gilroy",2021-01-02,8516,9451
"Ben Gilroy",2021-01-04,8529,9465
"Ben Gilroy",2021-01-09,8560,9496
"Ben Gilroy",2021-01-11,8588,9525
"Ben Gilroy",2021-01-17,8619,9554
"Ben Gilroy",2021-01-23,8654,9588
"Ben Gilroy",2021-01-26,8686,9620
"Ben Gilroy",2021-02-02,8799,9735
"Ben Gilroy",2021-02-07,8835,9772
"Ben Gilroy",2021-02-23,8953,9894
"Ben Gilroy",2021-02-28,9035,9974
"Ben Gilroy",2021-03-01,9042,9980
"Ben Gilroy",2021-03-16,9146,10090
"Ben Gilroy",2021-03-29,9228,10174
"Ben Gilroy",2021-04-04,9250,10199
"Ben Gilroy",2021-04-14,9275,10226
"Ben Gilroy",2021-04-17,9275,10225
"Ben Gilroy",2021-04-19,9277,10226
"Ben Gilroy",2021-04-29,9298,10251
"Ben Scallan",2021-01-02,13982,14801
"Ben Scallan",2021-01-04,14157,14972
"Ben Scallan",2021-01-05,14184,14997
"Ben Scallan",2021-01-06,14511,15334
"Ben Scallan",2021-01-08,14790,15618
"Ben Scallan",2021-01-09,14861,15687
"Ben Scallan",2021-01-10,14880,15706
"Ben Scallan",2021-01-18,14993,15814
"Ben Scallan",2021-01-19,15010,15831
"Ben Scallan",2021-01-23,15219,16097
"Ben Scallan",2021-01-30,15304,16199
"Ben Scallan",2021-01-31,15311,16206
"Ben Scallan",2021-02-14,15322,16208
"Ben Scallan",2021-02-24,15322,16212
"Ben Scallan",2021-03-01,15505,16417
"Ben Scallan",2021-03-06,15569,16501
"Ben Scallan",2021-03-22,15640,16584
"Ben Scallan",2021-03-26,15690,16638
"Ben Scallan",2021-03-30,15732,16685
"Ben Scallan",2021-04-01,15752,16713
"Ben Scallan",2021-04-11,15770,16734
"Ben Scallan",2021-04-28,15897,16875
"Bernard Durkan",2021-01-06,3588,3660
"Bernard Durkan",2021-01-11,3584,3657
"Bernard Durkan",2021-01-19,3588,3662
"Bernard Durkan",2021-01-25,3592,3666
