"Name","Date","Likes","Followers"
"Aontu Longford",2021-09-18,1242,1278
"Aontu Longford",2021-10-12,1243,1278
"Aontu Louth",2021-09-22,504,540
"Aontu Louth",2021-10-12,506,542
"Aontu Luimnigh",2021-09-18,596,631
"Aontu Luimnigh",2021-10-08,596,631
"Aontu Mayo",2021-09-18,515,560
"Aontu Mayo",2021-10-12,518,563
"Aontu Meath",2021-09-18,1925,1992
"Aontu Meath",2021-10-12,1928,1995
"Aontu Sligo-Leitrim",2021-09-07,503,549
"Aontu Sligo-Leitrim",2021-09-29,503,547
"Aontu Sligo-Leitrim",2021-10-15,503,547
"Aontu Waterford - T.F Meagher Cumann",2021-09-22,507,560
"Aontu Waterford - T.F Meagher Cumann",2021-10-12,506,559
"Aontu Westmeath",2021-09-07,669,714
"Aontu Westmeath",2021-09-29,700,743
"Aontu Westmeath",2021-10-15,736,780
"Barry Andrews",2021-09-24,1483,1536
"Barry Andrews",2021-10-12,1483,1535
"Barry Cowen",2021-09-18,0,0
"Barry Cowen",2021-10-08,0,0
"Barry Ward",2021-09-24,2406,2480
"Barry Ward",2021-10-12,2410,2489
"Becky Kealy Aontu",2021-09-07,3185,3297
"Becky Kealy Aontu",2021-09-29,3181,3292
"Becky Kealy Aontu",2021-10-15,3177,3291
"Ben Gilroy",2021-09-22,12729,16983
"Ben Gilroy",2021-10-12,12775,17104
"Ben Scallan",2021-09-07,16230,17220
"Ben Scallan",2021-09-29,16245,17232
"Ben Scallan",2021-10-15,16214,17200
"Bernard Durkan",2021-09-24,3642,3756
"Bernard Durkan",2021-10-12,3652,3770
"Billy Kelleher",2021-09-22,3471,3544
"Billy Kelleher",2021-10-12,3471,3545
"Billy Lawless",2021-09-22,751,772
"Billy Lawless",2021-10-12,750,772
"Brendan Griffin",2021-09-18,0,0
"Brendan Griffin",2021-10-08,0,0
"Brendan Howlin",2021-09-18,0,0
"Brendan Howlin",2021-10-08,0,0
"Brendan Smith",2021-09-24,3631,3816
"Brendan Smith",2021-10-12,3630,3815
"Brian Hayes",2021-09-07,NA,NA
"Brian Hayes",2021-09-29,NA,NA
"Brian Hayes",2021-10-15,NA,NA
"Brian Leddin",2021-09-07,709,761
"Brian Leddin",2021-09-23,707,762
"Brian Leddin",2021-10-12,716,773
"Brian O Domhnaill",2021-09-18,0,0
"Brian O Domhnaill",2021-10-08,0,0
"Brian Stanley",2021-09-07,392,406
"Brian Stanley",2021-09-29,415,432
"Brian Stanley",2021-10-15,433,457
"Brid Smith",2021-09-18,16441,16883
"Brid Smith",2021-10-12,16405,16879
"Call For A Revolution",2021-09-22,1280,1354
"Call For A Revolution",2021-10-12,1279,1355
"Call for a revolution in Ireland",2021-09-22,97768,96304
"Call for a revolution in Ireland",2021-10-12,97847,96406
"Carlow Aontu",2021-09-07,512,537
"Carlow Aontu",2021-09-29,511,535
"Carlow Aontu",2021-10-15,514,538
"Carol Nolan",2021-09-24,3429,3503
"Carol Nolan",2021-10-12,3437,3515
"Cathal Berry",2021-09-22,3071,3424
"Cathal Byrne",2021-09-18,4011,4232
"Cathal Byrne",2021-10-12,4028,4253
"Cathal Crowe",2021-09-07,6873,7370
"Cathal Crowe",2021-09-18,6921,7423
"Cathal Crowe",2021-10-15,7003,7527
"Catherine Ardagh",2021-09-07,3130,3202
"Catherine Ardagh",2021-09-29,3128,3201
"Catherine Ardagh",2021-10-15,3123,3197
"Catherine Connolly",2021-09-07,17421,18903
"Catherine Connolly",2021-10-05,17458,18939
"Catherine Martin",2021-09-22,3696,4195
"Catherine Murphy",2021-09-07,10123,9948
"Catherine Murphy",2021-10-05,10117,9943
"Catherine Noone",2021-09-18,0,0
"Catherine Noone",2021-10-08,0,0
"Cavan Fine Gael",2021-09-22,306,312
"Charles Flanagan",2021-09-18,0,0
"Charles Flanagan",2021-10-08,0,0
"Charlie McConalogue",2021-09-07,9793,10028
"Charlie McConalogue",2021-10-05,9812,10055
"Chris Andrews",2021-09-22,2393,2521
"Chris Pender",2021-09-07,5142,5662
"Chris Pender",2021-10-05,5176,5694
"Christopher O'Sullivan",2021-09-18,4714,5036
"Christopher O'Sullivan",2021-10-15,4811,5137
"Cian O'Callaghan",2021-09-24,2612,2786
"Ciaran Cannon",2021-09-24,5247,5393
"Ciaran Cuffe",2021-09-07,2071,2125
"Ciaran Cuffe",2021-10-05,2067,2122
"Claire Byrne",2021-09-07,1124,1149
"Claire Byrne",2021-10-12,1121,1144
"Claire Kerrane",2021-09-24,4200,4428
"Clare Daly",2021-09-22,24256,26024
"Clare Fine Gael",2021-09-22,916,936
"Colette Kelleher",2021-09-18,0,0
"Colette Kelleher",2021-10-08,0,0
"Colm Brophy",2021-09-22,1464,1601
"Colm Burke",2021-09-22,2653,2801
"Connolly Youth Movement",2021-09-07,9741,10269
"Connolly Youth Movement",2021-10-08,9724,10264
"Conor Sheehan",2021-09-18,1749,1840
"Conor Sheehan",2021-09-29,1768,1861
"Conor Sheehan",2021-10-15,1777,1872
"Conservative Comeback Ireland",2021-09-07,1247,1277
"Conservative Comeback Ireland",2021-10-08,1238,1271
"Constitution Of Ireland Trust",2021-09-29,6253,7035
"Constitution Of Ireland Trust",2021-10-15,6246,7025
"Cork Social Democrats",2021-09-22,533,571
"Cormac Devlin",2021-09-22,3214,3482
"Corruption Awareness Ireland",2021-09-22,52427,78910
"Cronyism and Corruption",2021-09-22,1774,1801
"Daily Ireland",2021-09-29,30135,31956
"Daily Ireland",2021-10-15,30133,31954
"Damien English",2021-09-22,4909,5201
"Danny Healy-Rae",2021-09-22,14124,16512
"Dara Calleary",2021-09-22,9782,10526
"Darragh O'Brien",2021-09-22,5258,5712
"Darren O'Rourke",2021-09-29,7972,8267
"Darren O'Rourke",2021-10-15,7973,8279
"David Cullinane",2021-09-07,15692,16117
"David Cullinane",2021-10-08,15712,16199
"David Norris",2021-09-18,0,0
"David Norris",2021-10-08,0,0
"David Stanton",2021-09-29,2160,2316
"David Stanton",2021-10-15,2160,2317
"Deirdre Clune",2021-09-07,4509,4567
"Deirdre Clune",2021-10-08,4511,4571
"Denis Landy",2021-09-29,248,245
"Denis Landy",2021-10-15,249,246
"Denis Naughten",2021-09-07,10441,10971
"Denis Naughten",2021-10-12,10491,11031
"Denis O'Donovan",2021-09-18,0,0
"Denis O'Donovan",2021-10-08,0,0
"Denise Mitchell",2021-09-29,2645,2835
"Denise Mitchell",2021-10-15,2648,2837
"Denise Mullen Aontu",2021-09-07,529,584
"Denise Mullen Aontu",2021-10-12,545,601
"Dessie Ellis",2021-09-29,8989,9010
"Dessie Ellis",2021-10-15,8996,9024
"Diarmuid Wilson",2021-09-18,0,0
"Diarmuid Wilson",2021-10-08,0,0
"Direct Democracy Ireland",2021-09-18,9577,9374
"Direct Democracy Ireland",2021-10-15,9558,9355
"Dolores Cahill",2021-09-07,63568,127472
"Dolores Cahill",2021-09-18,63624,127527
"Dolores Cahill",2021-09-23,63829,128026
"Dolores Cahill",2021-09-29,64154,128832
"Dolores Cahill",2021-10-15,64307,129130
"Donegal Green Party",2021-09-22,416,439
"Donegal Sinn Fein",2021-09-07,12559,12704
"Donegal Sinn Fein",2021-10-08,12574,12727
"Donnchadh O Laoghaire",2021-09-07,11226,11851
"Donnchadh O Laoghaire",2021-10-08,11262,11894
"Dublin Bay South Greens",2021-09-22,367,387
"Dublin Republicans Against Fascism",2021-09-29,1216,1305
"Dublin Republicans Against Fascism",2021-10-15,1224,1320
"Dublin Young Fine Gael",2021-09-07,1086,1117
"Dublin Young Fine Gael",2021-10-08,1084,1114
"Dun Laoghaire Fine Gael",2021-09-29,809,864
"Duncan Smith",2021-09-29,2523,2731
"Eamon O Cuiv",2021-09-18,8249,8349
"Eamon O Cuiv",2021-10-15,8243,8348
"Eamon Ryan",2021-09-07,7913,8160
"Eamon Ryan",2021-09-18,7920,8167
"Eamon Ryan",2021-10-15,7943,8207
"Edward Mac Manus",2021-09-18,742,792
"Edward Mac Manus",2021-10-15,743,793
"Eileen Flynn",2021-09-18,4491,4843
"Eileen Flynn",2021-10-15,4538,4906
"Eire Exposed",2021-09-18,2511,2600
"Eire Exposed",2021-10-15,2506,2596
"Eirigi",2021-09-22,29501,29380
"Elisa O'Donovan",2021-09-22,1550,1703
"Elisa O'Donovan",2021-10-15,1548,1702
"Elisha McCallion",2021-09-24,NA,NA
"Elisha McCallion",2021-10-15,NA,NA
"Emer Higgins",2021-09-18,3078,3405
"Emer Higgins",2021-10-15,3100,3432
"Emer Toibin Aontu",2021-09-07,2069,2197
"Emer Toibin Aontu",2021-10-08,2117,2246
"Eoghan Murphy",2021-09-18,0,0
"Eoghan Murphy",2021-10-08,0,0
"Eoin O Broin",2021-09-22,13913,14588
"Eoin O Broin",2021-10-15,13921,14631
"Erin McGreehan",2021-09-07,1543,1720
"Erin McGreehan",2021-10-12,1625,1809
"Eva Elizabeth Dowling",2021-09-22,463,494
"Eva Elizabeth Dowling",2021-10-15,464,495
"Fair Society",2021-09-18,2325,2326
"Fair Society",2021-10-15,2330,2331
"Fergus O'Dowd",2021-09-07,6763,7045
"Fergus O'Dowd",2021-10-12,6816,7103
"Fianna Fail",2021-09-22,41279,42805
"Fianna Fail",2021-10-15,41295,42865
"Fianna Fáil",2021-10-08,41286,42836
"Fidelma Healy Eames",2021-09-07,1022,1030
"Fidelma Healy Eames",2021-10-08,1022,1030
"Fine Gael",2021-09-18,41672,43443
"Fine Gael",2021-10-08,41657,43427
"Fingal Sinn Fein",2021-09-22,1859,1951
"Fingal Sinn Fein",2021-10-15,1858,1949
"Finian Toomey",2021-09-18,507,541
"Finian Toomey",2021-10-08,509,543
"Fintan Warfield",2021-09-18,3955,4038
"Fintan Warfield",2021-10-15,3951,4036
"Fiona McLoughlin Healy",2021-09-29,8433,8636
"Fiona O'Loughlin",2021-09-07,8876,9129
"Fiona O'Loughlin",2021-10-12,8899,9160
"Frances Black",2021-09-07,9104,9476
"Frances Black",2021-10-12,9098,9469
"Frances Fitzgerald",2021-09-18,4493,4667
"Frances Fitzgerald",2021-10-15,4510,4701
"Francis Noel Duffy",2021-09-29,1114,1173
"Frank Feighan",2021-09-29,4935,5151
"Frankie Daly",2021-09-07,6356,6569
"Frankie Daly",2021-10-01,6357,6565
"Freedom Watch Ireland",2021-09-29,1232,1300
"Gabrielle McFadden",2021-09-18,0,0
"Gabrielle McFadden",2021-10-08,0,0
"Garret Ahern",2021-09-29,1466,1583
"Gary Gannon",2021-09-07,3241,3377
"Gary Gannon",2021-10-01,3241,3376
"Ged Nash",2021-09-18,6882,7026
"Ged Nash",2021-10-15,6917,7067
"Gerard Craughwell",2021-09-29,1345,1381
"Gerry Adams",2021-09-18,76005,78956
"Gerry Adams",2021-10-15,76075,79147
"Gerry Horkan",2021-09-18,0,0
"Gerry Horkan",2021-10-08,0,0
"Gino Kenny",2021-09-29,9994,10441
"Grace O'Sullivan",2021-09-07,8608,8868
"Grace O'Sullivan",2021-10-01,8609,8870
"Grand Torino",2021-09-07,11551,15757
"Grand Torino",2021-10-01,11519,15706
"Green Party",2021-09-18,17781,18657
"Green Party",2021-10-12,17792,18678
"Gript Media",2021-09-07,32874,42581
"Gript Media",2021-09-23,32990,42713
"Gript Media",2021-09-29,33002,42724
"Hazel Chu",2021-09-07,950,1036
"Hazel Chu",2021-10-01,948,1034
"Heather Humphreys",2021-09-18,6525,7174
"Heather Humphreys",2021-10-12,6555,7229
"Helen Mc Entee",2021-09-18,14307,15393
"Helen Mc Entee",2021-09-20,14306,15394
"Hildegarde Naughton",2021-09-20,3184,3280
"Holly Cairns",2021-09-07,9646,10258
"Holly Cairns",2021-09-18,9650,10272
"Holly Cairns",2021-10-08,9713,10357
"Ian Marshall",2021-09-18,0,0
"Ian Marshall",2021-10-08,0,0
"Imelda Munster",2021-09-20,4588,4731
"Integrity Ireland",2021-09-20,11207,13926
"Iona Institute",2021-09-29,7674,7861
"Ireland's Recovery",2021-09-20,7856,8112
"Ireland for Trump",2021-09-18,NA,NA
"Ireland for Trump",2021-10-08,NA,NA
"Ireland Palestine Solidarity Campaign (IPSC)",2021-09-07,34038,34449
"Ireland Palestine Solidarity Campaign (IPSC)",2021-10-01,34107,34565
"Ireland Says No",2021-09-22,77879,76655
"Ireland Says No",2021-10-15,78294,77081
"Irexit",2021-09-20,821,838
"Irexit",2021-10-01,821,839
"Irish Freedom Party",2021-09-07,17374,18450
"Irish Freedom Party",2021-09-20,17337,18409
"Irish Freedom Party",2021-09-23,17326,18400
"Irish Freedom Party",2021-09-29,17326,18407
"Irish Freedom Party",2021-10-08,17322,18405
"Irish Freedom Party Galway",2021-10-08,654,671
"Irish Inquiry",2021-09-22,30755,47368
"Irish Inquiry",2021-09-29,30786,47391
"Irish Patriot Movement",2021-09-20,12873,13705
"Irish Patriot Movement",2021-09-23,14253,15125
"Irish Patriot Movement",2021-10-12,16094,17023
"Irish vaccination awareness",2021-09-18,NA,NA
"Irish vaccination awareness",2021-10-08,NA,NA
"Irish Vaccination Awareness",2021-09-18,NA,NA
"Irish Vaccination Awareness",2021-10-08,NA,NA
"Ivana Bacik",2021-09-20,2518,4912
"Ivana Bacik",2021-10-15,2531,4935
"Jack Chambers",2021-09-22,5743,6019
"Jack Chambers",2021-10-15,5753,6037
"Jackie Cahill",2021-09-07,9702,10032
"Jackie Cahill",2021-10-01,9747,10087
"James Browne",2021-09-22,7528,7829
"James Browne",2021-10-15,7556,7872
"James Geoghegan",2021-09-07,636,684
"James Geoghegan",2021-10-01,635,682
"James Hope",2021-09-20,502,538
"James Lawless",2021-09-29,6653,6831
"James O'Connor",2021-09-07,2925,3171
"James O'Connor",2021-10-12,2934,3185
"James Reilly",2021-09-18,0,0
"James Reilly",2021-10-08,0,0
"Jennifer Carroll MacNeill",2021-09-29,1839,2035
"Jennifer Murnane O'Connor",2021-09-29,9247,9612
"Jennifer Whitmore",2021-09-20,4125,4464
"Jerry Buttimer",2021-09-29,4554,4674
"Jim O'Callaghan",2021-09-20,2495,2647
"Joan Collins",2021-09-29,7476,7597
"Joan Freeman",2021-09-29,7092,7243
"Joe Carey",2021-09-29,6710,6777
"Joe Flaherty",2021-09-29,3804,4005
"Joe McHugh",2021-09-22,7155,7618
"Joe McHugh",2021-10-15,7178,7655
"Joe O'Brien",2021-09-07,1018,1092
"Joe O'Brien",2021-10-12,1032,1114
"Joe O'Reilly",2021-09-07,4477,4552
"Joe O'Reilly",2021-10-12,4489,4568
"John Brady",2021-09-07,9060,9509
"John Brady",2021-10-12,9076,9543
"John Brassil",2021-09-18,2038,2096
"John Brassil",2021-10-12,2036,2093
"John Dolan",2021-09-22,710,732
"John Dolan",2021-10-15,710,732
"John Lahart",2021-09-08,3678,3897
"John Lahart",2021-10-12,3685,3903
"John McGuinness",2021-09-08,7543,7742
"John McGuinness",2021-10-12,7553,7761
"John O'Mahony",2021-09-18,0,0
"John O'Mahony",2021-10-08,0,0
"John Paul Phelan",2021-09-08,1496,1601
"John Paul Phelan",2021-10-12,1497,1602
"Johnny Guirke",2021-09-22,6285,6621
"Johnny Guirke",2021-10-15,6367,6707
"Johnny Mythen",2021-09-20,722,743
"Johnny Mythen",2021-09-22,721,742
"Johnny Mythen",2021-10-12,722,743
"Josepha Madigan",2021-09-20,6983,7476
"Katherine Zappone",2021-09-22,11465,11678
"Katherine Zappone",2021-10-15,11443,11658
"Kathleen Funchion",2021-09-08,7384,7697
"Kathleen Funchion",2021-10-12,7418,7740
"Kazi Ahmed",2021-09-29,571,623
"Keith Swanick",2021-09-18,NA,NA
"Keith Swanick",2021-10-08,NA,NA
"Kerry Sinn Fein",2021-09-29,1873,2025
"Kevin Humphreys",2021-09-08,1964,2030
"Kevin Humphreys",2021-10-12,1960,2026
"Kieran O'Donnell",2021-09-08,3123,3232
"Kieran O'Donnell",2021-10-12,3154,3267
"Labour Party",2021-09-29,30192,31072
"Labour Tipperary",2021-09-29,508,543
"Labour Youth",2021-09-20,3580,3799
"Leo Varadkar",2021-09-07,94087,110729
"Leo Varadkar",2021-09-20,94088,110748
"Leo Varadkar",2021-09-23,94091,110757
"Leo Varadkar",2021-09-29,94084,110761
"Liadh Ni Riada",2021-09-18,8506,8620
"Liadh Ni Riada",2021-09-23,8503,8618
"Liadh Ni Riada",2021-10-12,8497,8620
"Limerick Green",2021-09-29,772,801
"Limerick Greens",2021-09-22,771,800
"Limerick Greens",2021-10-15,771,800
"Lorna Bogue",2021-09-29,1158,1211
"Lorraine Clifford-Lee",2021-09-08,4314,4544
"Lorraine Clifford-Lee",2021-10-12,4345,4580
"Louise O'Reilly",2021-09-08,4946,5337
"Louise O'Reilly",2021-10-12,4953,5353
"Lucinda Creighton",2021-09-29,4789,4723
"Luke 'Ming' Flanagan",2021-09-07,66290,66667
"Luke 'Ming' Flanagan",2021-09-18,66254,66628
"Luke 'Ming' Flanagan",2021-10-12,66197,66573
"Lynn Boylan",2021-09-20,4880,5092
"Lynn Ruane",2021-09-08,6213,6377
"Lynn Ruane",2021-10-12,6224,6387
"Maire Devine",2021-09-08,261,296
"Maire Devine",2021-10-12,271,312
"Mairead Farrell",2021-09-08,13005,13497
"Mairead Farrell",2021-10-12,13069,13566
"Mairead McGuinness",2021-09-08,11875,12388
"Mairead McGuinness",2021-10-12,11886,12406
"Mairead Ruane Aontu",2021-09-18,NA,NA
"Mairead Ruane Aontu",2021-10-08,NA,NA
"Malcolm Byrne",2021-09-07,2443,2502
"Malcolm Byrne",2021-10-12,2455,2517
"Malcolm Noonan",2021-09-07,1666,1869
"Malcolm Noonan",2021-10-12,1693,1899
"Marc MacSharry",2021-09-07,3929,4076
"Marc MacSharry",2021-10-12,3981,4139
"Marc O Cathasaigh",2021-09-20,1219,1352
"Maria Byrne",2021-09-29,1497,1561
"Maria Walsh",2021-09-29,12260,12628
"Marian Harkin",2021-09-07,4062,4204
"Marian Harkin",2021-10-12,4074,4216
"Marie-Louise O'Donnell",2021-09-18,0,0
"Marie-Louise O'Donnell",2021-10-08,0,0
"Marie Sherlock",2021-09-20,767,892
"Mark Daly",2021-09-07,3435,3518
"Mark Daly",2021-10-12,3444,3528
"Mark Ward",2021-09-20,14401,14834
"Martin Browne",2021-09-20,5144,5410
"Martin Conway",2021-09-29,4384,4520
"Martin Ferris",2021-09-18,12441,12646
"Martin Ferris",2021-10-15,12438,12655
"Martin Heydon",2021-09-29,6319,6508
"Martin Kenny",2021-09-22,3955,4143
"Martin Kenny",2021-10-15,3973,4177
"Mary Butler",2021-09-27,0,0
"Mary Butler",2021-10-08,0,0
"Mary Fitzpatrick",2021-09-07,3092,3204
"Mary Fitzpatrick",2021-10-08,3126,3245
"Mary Lou McDonald",2021-09-22,173415,177077
"Mary Lou McDonald",2021-10-15,173381,177073
"Mary Mitchell O'Connor",2021-09-22,3154,3231
"Mary Mitchell O'Connor",2021-10-15,3157,3236
"Mary Seery Kearney",2021-09-07,543,629
"Mary Seery Kearney",2021-10-08,552,639
"Matt Carthy",2021-09-20,32754,34495
"Matt Shanahan",2021-09-20,1276,1659
"Mattie McGrath",2021-09-18,NA,NA
"Mattie McGrath",2021-10-08,NA,NA
"Maura Hopkins",2021-09-20,4372,4411
"Maurice Quinlivan",2021-09-07,10914,11180
"Maurice Quinlivan",2021-10-08,10924,11212
"Michael Collins",2021-09-20,NA,NA
"Michael Collins",2021-10-15,NA,NA
"Michael Creed",2021-09-20,4045,4253
"Michael Fitzmaurice",2021-09-20,5349,5684
"Michael Healy-Rae",2021-09-22,28864,36002
"Michael Healy-Rae",2021-10-15,28954,36142
"Michael Lowry",2021-09-18,NA,NA
"Michael Lowry",2021-10-08,NA,NA
"Michael Martin",2021-09-20,25599,26362
"Michael McDowell",2021-09-20,424,437
"Michael McGrath",2021-09-20,12981,13486
"Michael McNamara",2021-09-07,19205,22781
"Michael McNamara",2021-10-08,19124,22716
"Michael Moynihan",2021-09-20,5283,5819
"Michael Pidgeon",2021-09-07,474,518
"Michael Pidgeon",2021-10-12,482,525
"Michael Ring",2021-09-27,0,0
"Michael Ring",2021-10-08,0,0
"Micheal Martin",2021-09-22,25623,26388
"Micheal Martin",2021-10-15,25670,26453
"Michelle Mulherin",2021-09-07,5944,6036
"Michelle Mulherin",2021-10-08,5954,6049
"Mick Barry",2021-09-22,12307,13883
"Mick Barry",2021-10-15,12314,13890
"Mick Wallace",2021-09-07,41106,45205
"Mick Wallace",2021-10-01,41155,45280
"National Party",2021-09-22,8761,9500
"National Party",2021-10-08,8752,9491
"Neale Richmond",2021-09-20,5307,5459
"Neasa Hourigan",2021-09-22,878,988
"Neasa Hourigan",2021-10-15,886,996
"Ned O'Sullivan",2021-09-27,0,0
"Ned O'Sullivan",2021-10-08,0,0
"Neil O'Mahony",2021-09-18,NA,NA
"Neil O'Mahony",2021-10-08,NA,NA
"Niall Collins",2021-09-22,12275,12653
"Niall McConnell",2021-09-22,9936,13915
"Niall McConnell",2021-10-08,9929,13905
"Niall O Donnghaile",2021-09-22,2288,2454
"Niamh Smyth",2021-09-22,9160,9452
"Noel Grealish",2021-09-27,0,0
"Noel Grealish",2021-10-08,0,0
"Norma Foley",2021-09-07,6960,7720
"Norma Foley",2021-10-08,6994,7760
"NP Antrim",2021-09-22,516,524
"NP Antrim",2021-10-15,516,524
"NP Carlow",2021-09-20,556,567
"NP Carlow",2021-10-08,556,567
"NP Cavan",2021-09-22,504,510
"NP Cavan",2021-10-15,503,509
"NP Cork",2021-09-22,709,726
"NP Cork",2021-10-15,712,730
"NP Derry",2021-09-20,583,593
"NP Derry",2021-10-15,585,596
"NP Donegal",2021-09-20,621,638
"NP Donegal",2021-10-15,627,645
"NP Dublin",2021-09-22,1748,1848
"NP Dublin",2021-10-15,1746,1847
"NP Fermanagh",2021-09-07,410,419
"NP Fermanagh",2021-10-12,480,488
"NP Galway",2021-09-07,678,704
"NP Galway",2021-10-08,687,712
"NP Kerry",2021-09-29,698,714
"NP Kerry",2021-10-08,703,719
"NP Kildare",2021-09-22,501,506
"NP Kildare",2021-10-15,501,506
"NP Laois",2021-09-20,619,627
"NP Laois",2021-10-15,620,628
"NP Leitrim",2021-09-20,596,600
"NP Leitrim",2021-10-08,602,606
"NP Limerick",2021-09-20,626,635
"NP Limerick",2021-10-08,630,640
"NP Longford",2021-09-07,654,670
"NP Longford",2021-09-20,653,667
"NP Longford",2021-10-15,652,666
"NP Louth",2021-09-20,563,570
"NP Louth",2021-10-08,564,571
"NP Mayo",2021-09-20,616,623
"NP Mayo",2021-10-08,616,623
"NP Meath",2021-09-07,648,664
"NP Meath",2021-09-20,650,664
"NP Meath",2021-10-08,651,665
"NP Monaghan",2021-09-08,497,502
"NP Monaghan",2021-09-20,500,504
"NP Monaghan",2021-10-15,504,508
"NP Roscommon",2021-09-08,620,629
"NP Roscommon",2021-09-20,624,631
"NP Roscommon",2021-10-08,627,634
"NP Sligo",2021-09-29,1101,1124
"NP Sligo",2021-10-08,1110,1133
"NP Tipperary",2021-09-29,738,752
"NP Tyrone",2021-09-22,510,516
"NP Tyrone",2021-10-15,512,518
"NP Waterford",2021-09-20,527,536
"NP Waterford",2021-10-15,523,532
"NP Westmeath",2021-09-07,595,615
"NP Westmeath",2021-10-08,596,613
"NP Wexford",2021-09-20,561,572
"NP Wexford",2021-10-08,560,571
"NP Wicklow",2021-09-20,310,378
"NP Wicklow",2021-10-15,311,379
"Nuala Nolan",2021-09-07,511,514
"Nuala Nolan",2021-10-08,513,515
"Ossian Smyth",2021-09-29,769,851
"Pa Daly",2021-09-22,6858,7063
"Paddy Burke",2021-09-20,0,0
"Paddy Burke",2021-10-08,0,0
"Padraig Mac Lochlainn",2021-09-07,15457,15998
"Padraig Mac Lochlainn",2021-10-08,15609,16146
"Padraig O'Sullivan",2021-09-22,3564,3819
